order_id,customer_id,delivery_id,delivery_fee,product_id,order_date,shipping_date,request
ORD00070,CUST0159,DLV00070,9.95,PROD029,2023-05-23 04:01:36,2023-05-24 04:01:36,Matter stay task issue receive then.
ORD00071,CUST0047,DLV00071,11.97,PROD019,2023-09-03 22:02:33,2023-09-06 22:02:33,
ORD00072,CUST0068,DLV00072,9.37,PROD035,2024-04-10 01:09:47,2024-04-13 01:09:47,Rate bill direction travel order.
ORD00073,CUST0085,DLV00073,14.33,PROD017,2023-05-23 18:12:34,2023-05-30 18:12:34,Deal leader room deep nor somebody.
ORD00074,CUST0152,DLV00074,7.06,PROD048,2023-10-15 17:28:22,2023-10-22 17:28:22,
ORD00075,CUST0039,DLV00075,14.6,PROD010,2024-03-26 22:31:15,2024-04-02 22:31:15,Mr human us.
ORD00076,CUST0204,DLV00076,4.08,PROD036,2024-03-26 08:16:12,2024-03-29 08:16:12,Family later statement break.
ORD00077,CUST0136,DLV00077,8.46,PROD035,2023-07-26 02:57:24,2023-07-27 02:57:24,Marriage offer long fear simply.
ORD00078,CUST0135,DLV00078,12.87,PROD038,2023-07-09 06:25:49,2023-07-13 06:25:49,Pressure capital the.
ORD00079,CUST0056,DLV00079,8.66,PROD044,2024-01-19 23:17:23,2024-01-21 23:17:23,True thank law executive put.
ORD00080,CUST0288,DLV00080,5.66,PROD021,2024-03-08 12:47:39,2024-03-13 12:47:39,
ORD00081,CUST0238,DLV00081,10.79,PROD045,2023-12-25 22:37:19,2023-12-28 22:37:19,
ORD00082,CUST0024,DLV00082,14.95,PROD003,2024-02-19 11:16:57,2024-02-22 11:16:57,
ORD00083,CUST0121,DLV00083,7.66,PROD035,2023-06-10 03:04:07,2023-06-12 03:04:07,Both woman public all bar show.
ORD00084,CUST0277,DLV00084,11.91,PROD027,2023-10-15 06:14:41,2023-10-20 06:14:41,
ORD00085,CUST0213,DLV00085,13.0,PROD042,2023-10-27 05:58:56,2023-10-28 05:58:56,Guy that seven assume enough major.
ORD00086,CUST0144,DLV00086,7.45,PROD003,2024-04-07 04:55:35,2024-04-13 04:55:35,Couple anyone citizen part.
ORD00087,CUST0121,DLV00087,14.77,PROD024,2023-09-25 20:39:38,2023-09-26 20:39:38,Accept home even stand charge.
ORD00088,CUST0184,DLV00088,6.31,PROD004,2023-09-16 08:58:15,2023-09-20 08:58:15,Close professional expect out.
ORD00089,CUST0233,DLV00089,5.55,PROD006,2024-01-16 22:39:58,2024-01-22 22:39:58,A base court carry.
ORD00090,CUST0011,DLV00090,7.0,PROD004,2024-04-16 08:23:41,2024-04-23 08:23:41,Of feel tend.
ORD00091,CUST0290,DLV00091,12.96,PROD014,2023-10-20 21:34:15,2023-10-21 21:34:15,Contain culture ahead situation chance hour.
ORD00092,CUST0111,DLV00092,12.29,PROD015,2024-03-29 02:22:25,2024-04-01 02:22:25,Several toward home miss north.
ORD00093,CUST0002,DLV00093,14.81,PROD018,2023-06-11 15:23:50,2023-06-18 15:23:50,Pay any study shake particular.
ORD00094,CUST0277,DLV00094,5.09,PROD017,2023-05-20 19:25:38,2023-05-27 19:25:38,Hospital structure realize hand because.
ORD00095,CUST0014,DLV00095,7.3,PROD009,2024-03-21 12:49:41,2024-03-22 12:49:41,Rock describe side note police out.
ORD00096,CUST0166,DLV00096,6.18,PROD002,2024-02-25 10:10:20,2024-02-27 10:10:20,
ORD00097,CUST0216,DLV00097,11.95,PROD034,2023-05-13 13:47:54,2023-05-14 13:47:54,Take price score grow.
ORD00098,CUST0186,DLV00098,4.31,PROD033,2024-03-09 05:18:33,2024-03-14 05:18:33,Center of check special own friend.
ORD00099,CUST0023,DLV00099,13.91,PROD047,2023-09-11 13:48:00,2023-09-18 13:48:00,But south career practice organization maybe.
ORD00100,CUST0155,DLV00100,14.57,PROD030,2024-04-07 20:00:37,2024-04-13 20:00:37,
ORD00101,CUST0246,DLV00101,11.23,PROD026,2024-04-08 18:53:39,2024-04-12 18:53:39,Policy behavior leg mention myself yeah.
ORD00102,CUST0228,DLV00102,6.87,PROD005,2023-08-11 02:45:16,2023-08-12 02:45:16,
ORD00103,CUST0065,DLV00103,10.6,PROD018,2023-05-10 00:23:58,2023-05-15 00:23:58,Society trip work talk.
ORD00104,CUST0167,DLV00104,9.37,PROD025,2023-10-19 04:08:50,2023-10-24 04:08:50,Whose hard necessary expert think.
ORD00105,CUST0221,DLV00105,11.42,PROD007,2024-01-15 20:09:01,2024-01-22 20:09:01,Pull box class main area.
ORD00106,CUST0283,DLV00106,5.58,PROD047,2024-02-13 03:04:29,2024-02-20 03:04:29,Wall place respond scientist single require.
ORD00107,CUST0117,DLV00107,12.93,PROD027,2023-09-24 21:06:57,2023-09-27 21:06:57,Young special plant.
ORD00108,CUST0049,DLV00108,6.75,PROD021,2023-07-10 00:40:01,2023-07-14 00:40:01,
ORD00109,CUST0079,DLV00109,3.81,PROD044,2024-04-15 23:58:03,2024-04-19 23:58:03,Bank chair south me entire.
ORD00110,CUST0048,DLV00110,11.94,PROD028,2024-04-19 05:42:32,2024-04-20 05:42:32,Save simple against me somebody.
ORD00111,CUST0067,DLV00111,10.04,PROD036,2023-08-19 07:24:52,2023-08-20 07:24:52,Step which state model thousand.
ORD00112,CUST0169,DLV00112,7.93,PROD043,2024-04-10 07:45:07,2024-04-11 07:45:07,Account also chair realize sometimes candidate.
ORD00113,CUST0217,DLV00113,14.62,PROD047,2023-11-03 02:52:35,2023-11-04 02:52:35,Stock off culture season.
ORD00114,CUST0181,DLV00114,9.09,PROD007,2024-03-13 05:15:21,2024-03-18 05:15:21,
ORD00115,CUST0247,DLV00115,4.3,PROD015,2023-07-19 02:01:18,2023-07-26 02:01:18,Expect tonight often.
ORD00116,CUST0189,DLV00116,6.34,PROD008,2024-01-19 16:39:00,2024-01-26 16:39:00,
ORD00117,CUST0220,DLV00117,12.82,PROD036,2023-12-16 13:34:39,2023-12-23 13:34:39,Effort class ago call his.
ORD00118,CUST0286,DLV00118,14.15,PROD002,2024-01-08 09:16:34,2024-01-13 09:16:34,Thousand late enjoy tell lead.
ORD00119,CUST0137,DLV00119,6.28,PROD002,2023-11-25 08:42:33,2023-11-27 08:42:33,Measure main easy.
ORD00120,CUST0174,DLV00120,5.18,PROD023,2023-09-04 19:55:03,2023-09-05 19:55:03,
ORD00121,CUST0206,DLV00121,11.89,PROD005,2023-11-29 00:14:31,2023-12-01 00:14:31,Thus stay need per democratic eight.
ORD00122,CUST0047,DLV00122,5.58,PROD048,2023-05-31 02:06:41,2023-06-05 02:06:41,Region Democrat grow religious number blue.
ORD00123,CUST0175,DLV00123,6.74,PROD011,2024-01-08 22:59:32,2024-01-11 22:59:32,About resource seek time.
ORD00124,CUST0291,DLV00124,13.6,PROD039,2023-07-10 04:11:55,2023-07-11 04:11:55,
ORD00125,CUST0026,DLV00125,6.27,PROD044,2023-08-16 14:23:42,2023-08-17 14:23:42,Fly design this artist true general field.
ORD00126,CUST0249,DLV00126,7.97,PROD039,2023-06-13 11:10:32,2023-06-17 11:10:32,
ORD00127,CUST0263,DLV00127,8.16,PROD008,2024-04-18 05:36:25,2024-04-21 05:36:25,
ORD00128,CUST0250,DLV00128,6.7,PROD034,2023-10-10 00:23:14,2023-10-16 00:23:14,
ORD00129,CUST0029,DLV00129,6.62,PROD001,2024-04-30 08:04:41,2024-05-02 08:04:41,
ORD00130,CUST0071,DLV00130,6.47,PROD049,2023-10-22 11:46:39,2023-10-25 11:46:39,
ORD00131,CUST0255,DLV00131,5.11,PROD048,2023-12-16 03:57:32,2023-12-20 03:57:32,Expect already quite.
ORD00132,CUST0118,DLV00132,13.0,PROD033,2023-12-16 16:37:05,2023-12-21 16:37:05,Late blue sort situation guy per.
ORD00133,CUST0037,DLV00133,11.9,PROD026,2023-05-25 10:51:25,2023-06-01 10:51:25,Threat person argue.
ORD00134,CUST0236,DLV00134,6.76,PROD005,2023-05-19 08:42:38,2023-05-26 08:42:38,Model dark according.
ORD00135,CUST0208,DLV00135,8.01,PROD046,2023-07-28 06:22:44,2023-08-03 06:22:44,
ORD00136,CUST0011,DLV00136,12.62,PROD021,2023-05-04 12:59:14,2023-05-06 12:59:14,Apply fall region build same successful.
ORD00137,CUST0186,DLV00137,13.13,PROD006,2024-01-31 23:24:30,2024-02-04 23:24:30,
ORD00138,CUST0206,DLV00138,7.75,PROD034,2023-06-12 16:36:10,2023-06-13 16:36:10,Film every add manage.
ORD00139,CUST0174,DLV00139,12.35,PROD015,2024-03-21 18:52:03,2024-03-24 18:52:03,
ORD00140,CUST0059,DLV00140,5.33,PROD034,2023-06-02 09:48:40,2023-06-07 09:48:40,Million senior myself military site result.
ORD00141,CUST0180,DLV00141,10.75,PROD047,2023-08-13 02:55:34,2023-08-20 02:55:34,
ORD00142,CUST0053,DLV00142,5.37,PROD010,2024-02-10 18:23:52,2024-02-13 18:23:52,Three goal able half either everybody.
ORD00143,CUST0039,DLV00143,10.54,PROD012,2023-08-26 06:20:54,2023-09-02 06:20:54,Popular sign wrong drop.
ORD00144,CUST0289,DLV00144,8.39,PROD049,2023-08-20 20:54:59,2023-08-25 20:54:59,Every able show study.
ORD00145,CUST0290,DLV00145,14.84,PROD042,2023-12-27 14:18:55,2024-01-02 14:18:55,Exist among during my reveal area.
ORD00146,CUST0162,DLV00146,3.82,PROD010,2023-06-16 05:07:28,2023-06-20 05:07:28,Force challenge take pressure.
ORD00147,CUST0156,DLV00147,3.67,PROD018,2024-01-07 16:47:54,2024-01-12 16:47:54,Money down court group wear morning.
ORD00148,CUST0159,DLV00148,3.45,PROD030,2024-03-08 23:14:43,2024-03-12 23:14:43,Culture else fact reality short official.
ORD00149,CUST0147,DLV00149,13.37,PROD005,2023-11-22 11:13:44,2023-11-28 11:13:44,Anyone read fund hard southern.
ORD00150,CUST0260,DLV00150,9.96,PROD025,2023-05-07 06:32:24,2023-05-11 06:32:24,Such cover can site certain strong.
ORD00151,CUST0022,DLV00151,9.86,PROD029,2023-12-30 00:31:11,2024-01-06 00:31:11,
ORD00152,CUST0244,DLV00152,14.49,PROD033,2024-04-09 23:56:07,2024-04-11 23:56:07,Purpose author glass interview color second.
ORD00153,CUST0176,DLV00153,9.05,PROD046,2023-05-12 17:46:00,2023-05-13 17:46:00,
ORD00154,CUST0127,DLV00154,14.89,PROD046,2024-02-20 23:22:27,2024-02-24 23:22:27,Crime bill computer decide.
ORD00155,CUST0082,DLV00155,14.02,PROD024,2023-10-03 01:14:00,2023-10-06 01:14:00,Also difficult learn.
ORD00156,CUST0174,DLV00156,3.63,PROD044,2023-07-19 18:02:05,2023-07-24 18:02:05,Woman physical next answer.
ORD00157,CUST0172,DLV00157,4.13,PROD005,2023-12-08 06:25:25,2023-12-11 06:25:25,Authority person young look and.
ORD00158,CUST0146,DLV00158,13.22,PROD017,2023-06-13 17:57:01,2023-06-19 17:57:01,East ability push.
ORD00159,CUST0077,DLV00159,9.99,PROD022,2023-06-13 11:16:43,2023-06-14 11:16:43,
ORD00160,CUST0180,DLV00160,11.38,PROD020,2023-08-31 05:03:29,2023-09-06 05:03:29,Information whole full middle its.
ORD00161,CUST0044,DLV00161,7.52,PROD020,2023-12-04 05:21:21,2023-12-09 05:21:21,Lead focus strong.
ORD00162,CUST0066,DLV00162,12.95,PROD043,2023-08-30 23:55:54,2023-09-05 23:55:54,Management half recently five like democratic.
ORD00163,CUST0270,DLV00163,11.05,PROD006,2023-09-17 11:41:19,2023-09-23 11:41:19,Sit cover weight admit.
ORD00164,CUST0010,DLV00164,5.16,PROD024,2023-07-10 20:06:37,2023-07-13 20:06:37,
ORD00165,CUST0249,DLV00165,15.0,PROD013,2024-04-16 22:59:45,2024-04-18 22:59:45,
ORD00166,CUST0152,DLV00166,12.25,PROD007,2023-10-18 13:20:24,2023-10-23 13:20:24,Herself media investment economy herself eat.
ORD00167,CUST0270,DLV00167,7.04,PROD003,2023-09-24 22:40:34,2023-09-30 22:40:34,Society each national.
ORD00168,CUST0068,DLV00168,4.85,PROD039,2024-01-21 03:43:39,2024-01-25 03:43:39,
ORD00169,CUST0085,DLV00169,3.52,PROD047,2023-05-10 06:37:21,2023-05-14 06:37:21,Discuss career say conference reveal less.
ORD00170,CUST0122,DLV00170,6.42,PROD029,2023-05-05 09:45:33,2023-05-10 09:45:33,Church hospital throughout especially land pass.
ORD00171,CUST0230,DLV00171,5.87,PROD015,2023-05-10 22:42:06,2023-05-15 22:42:06,Drug conference civil hospital.
ORD00172,CUST0241,DLV00172,11.14,PROD013,2023-12-18 04:41:20,2023-12-21 04:41:20,City finally cold partner together.
ORD00173,CUST0226,DLV00173,6.38,PROD030,2024-02-02 01:39:56,2024-02-09 01:39:56,Including heart image.
ORD00174,CUST0271,DLV00174,12.8,PROD027,2023-11-29 14:36:03,2023-12-01 14:36:03,Trouble within size name check.
ORD00175,CUST0071,DLV00175,10.69,PROD017,2023-06-21 02:45:04,2023-06-22 02:45:04,Open pick current total now box budget.
ORD00176,CUST0284,DLV00176,13.15,PROD007,2024-01-27 23:06:34,2024-02-02 23:06:34,Be appear a.
ORD00177,CUST0146,DLV00177,4.92,PROD006,2024-04-08 07:45:18,2024-04-15 07:45:18,Building catch standard me memory.
ORD00178,CUST0263,DLV00178,8.25,PROD010,2023-12-25 03:29:56,2024-01-01 03:29:56,Sometimes commercial challenge.
ORD00179,CUST0114,DLV00179,14.17,PROD029,2024-04-21 02:32:17,2024-04-24 02:32:17,Strong mission book effort skin.
ORD00180,CUST0203,DLV00180,5.83,PROD033,2023-09-22 11:45:04,2023-09-25 11:45:04,Throughout direction build main.
ORD00181,CUST0192,DLV00181,6.82,PROD015,2023-07-12 08:50:35,2023-07-13 08:50:35,
ORD00182,CUST0172,DLV00182,3.46,PROD010,2023-12-26 10:08:10,2023-12-28 10:08:10,Into news water.
ORD00183,CUST0242,DLV00183,4.67,PROD045,2023-08-10 20:26:49,2023-08-17 20:26:49,Five ahead claim eight couple pick.
ORD00184,CUST0230,DLV00184,13.87,PROD040,2023-08-22 22:17:56,2023-08-23 22:17:56,
ORD00185,CUST0111,DLV00185,14.28,PROD010,2024-03-30 02:04:21,2024-04-04 02:04:21,Action your kitchen part work.
ORD00186,CUST0217,DLV00186,6.46,PROD008,2023-08-13 19:10:55,2023-08-20 19:10:55,Bag us long rate.
ORD00187,CUST0025,DLV00187,10.67,PROD016,2023-05-13 17:20:42,2023-05-17 17:20:42,Understand suggest eye who.
ORD00188,CUST0033,DLV00188,13.86,PROD008,2023-12-20 19:56:30,2023-12-27 19:56:30,Girl rest building the fund.
ORD00189,CUST0009,DLV00189,9.9,PROD041,2023-07-24 16:01:35,2023-07-29 16:01:35,These tax financial peace pick.
ORD00190,CUST0150,DLV00190,10.38,PROD028,2023-09-28 21:37:05,2023-09-29 21:37:05,
ORD00191,CUST0214,DLV00191,11.02,PROD012,2023-06-14 17:25:56,2023-06-20 17:25:56,Build mind with support Democrat.
ORD00192,CUST0185,DLV00192,9.53,PROD005,2024-03-08 01:47:13,2024-03-13 01:47:13,Debate she huge common hot huge.
ORD00193,CUST0260,DLV00193,7.69,PROD036,2024-01-10 04:11:51,2024-01-11 04:11:51,Free bag war today like.
ORD00194,CUST0199,DLV00194,11.97,PROD024,2024-01-29 17:09:24,2024-02-01 17:09:24,Be charge process election walk career.
ORD00195,CUST0035,DLV00195,11.8,PROD023,2023-10-02 21:06:25,2023-10-04 21:06:25,Carry staff really.
ORD00196,CUST0298,DLV00196,6.99,PROD048,2023-09-27 08:51:22,2023-10-04 08:51:22,
ORD00197,CUST0280,DLV00197,10.71,PROD022,2024-02-29 19:46:29,2024-03-07 19:46:29,Page partner stop.
ORD00198,CUST0238,DLV00198,10.58,PROD045,2023-06-07 14:47:38,2023-06-11 14:47:38,Represent energy rather now suddenly modern.
ORD00199,CUST0033,DLV00199,14.32,PROD046,2023-11-20 19:15:09,2023-11-27 19:15:09,
ORD00200,CUST0104,DLV00200,5.39,PROD003,2024-04-19 03:25:47,2024-04-26 03:25:47,
ORD00201,CUST0159,DLV00201,14.87,PROD033,2023-11-13 06:26:10,2023-11-17 06:26:10,Exist use matter star establish.
ORD00202,CUST0130,DLV00202,10.76,PROD003,2024-01-12 11:21:49,2024-01-19 11:21:49,
ORD00203,CUST0025,DLV00203,6.28,PROD042,2023-10-12 03:27:56,2023-10-15 03:27:56,Head probably officer front.
ORD00204,CUST0224,DLV00204,8.28,PROD026,2023-08-13 15:40:52,2023-08-19 15:40:52,Movement mean action.
ORD00205,CUST0174,DLV00205,11.3,PROD012,2024-01-28 12:43:55,2024-02-01 12:43:55,Decade crime various include quality.
ORD00206,CUST0266,DLV00206,3.99,PROD018,2023-11-16 02:22:19,2023-11-23 02:22:19,Up I example soldier.
ORD00207,CUST0221,DLV00207,5.17,PROD039,2023-06-06 22:28:40,2023-06-13 22:28:40,
ORD00208,CUST0053,DLV00208,10.93,PROD006,2024-02-09 15:48:12,2024-02-12 15:48:12,Road dark key exactly also mean ability.
ORD00209,CUST0219,DLV00209,8.33,PROD011,2023-05-18 06:17:10,2023-05-24 06:17:10,Meet wonder free.
ORD00210,CUST0181,DLV00210,6.29,PROD040,2024-02-28 21:51:04,2024-03-03 21:51:04,Area since ever reach.
ORD00211,CUST0030,DLV00211,10.65,PROD005,2024-02-12 18:51:43,2024-02-18 18:51:43,Add speech course recognize commercial each.
ORD00212,CUST0082,DLV00212,13.18,PROD002,2023-07-29 20:30:03,2023-07-31 20:30:03,Opportunity vote state.
ORD00213,CUST0225,DLV00213,3.81,PROD003,2024-01-17 05:36:52,2024-01-19 05:36:52,Word threat good.
ORD00214,CUST0188,DLV00214,14.39,PROD024,2023-08-29 08:07:28,2023-09-02 08:07:28,
ORD00215,CUST0079,DLV00215,14.39,PROD044,2023-05-19 21:48:14,2023-05-23 21:48:14,Open scientist action TV.
ORD00216,CUST0040,DLV00216,9.35,PROD037,2023-12-25 05:38:39,2023-12-27 05:38:39,Build community day name.
ORD00217,CUST0143,DLV00217,3.31,PROD016,2023-08-02 10:13:21,2023-08-03 10:13:21,
ORD00218,CUST0266,DLV00218,4.41,PROD025,2024-01-02 03:09:40,2024-01-07 03:09:40,Human degree rest already Democrat before.
ORD00219,CUST0229,DLV00219,6.43,PROD014,2023-05-14 19:29:04,2023-05-19 19:29:04,Stock us issue section yes local.
ORD00220,CUST0252,DLV00220,4.63,PROD013,2024-03-10 15:45:28,2024-03-11 15:45:28,
ORD00221,CUST0089,DLV00221,14.97,PROD046,2024-05-01 15:19:46,2024-05-05 15:19:46,Evidence or crime friend sound better.
ORD00222,CUST0164,DLV00222,11.51,PROD043,2023-08-17 04:51:08,2023-08-20 04:51:08,Class I century some expect.
ORD00223,CUST0149,DLV00223,4.89,PROD020,2023-05-17 06:30:26,2023-05-24 06:30:26,Their foot she.
ORD00224,CUST0090,DLV00224,5.69,PROD024,2024-04-23 06:34:41,2024-04-28 06:34:41,Choice may result name toward network.
ORD00225,CUST0072,DLV00225,8.93,PROD016,2023-10-02 13:56:20,2023-10-09 13:56:20,Significant pay out finally current.
ORD00226,CUST0294,DLV00226,12.64,PROD024,2024-02-11 00:02:03,2024-02-15 00:02:03,Program impact administration.
ORD00227,CUST0045,DLV00227,7.78,PROD005,2024-02-14 03:35:20,2024-02-17 03:35:20,Perform exist whether.
ORD00228,CUST0246,DLV00228,12.23,PROD034,2023-11-01 07:39:30,2023-11-05 07:39:30,Science at worker.
